PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P07132,Velachery,1911,11-02-2009,28,3,2,5,241545,56360,8051490,,,12.9784,80.221
P06208,Anna Nagar,1654,06-10-2009,65,1,1,4,412284,137428,12493450,,,13.086,80.2103
P00061,Chrompet,1224,05-01-2015,27,2,1,4,316760,67192,9598800,,,12.9489,80.1354
P02965,Karapakkam,927,21-06-2011,35,1,1,3,197566,62092,5644750,,,12.9346,80.2409
P05783,Chrompet,1166,23-12-2009,36,1,1,3,445479,148493,14849300,,,12.9489,80.1354
P08494,Adyar,900,09-12-2007,28,1,1,3,323070,146850,9789995,,,13.0067,80.257
P01227,T Nagar,1924,12-10-2012,158,2,1,5,534646,246760,13708870,,,13.0418,80.2332
P09444,Velachery,1527,03-12-2006,122,2,1,4,444960,210770,11709470,,,12.9784,80.221
P07467,Velachery,1773,31-10-2008,87,2,1,4,290097,109767,7840470,,,12.9784,80.221
P06695,KK Nagar,2187,23-06-2009,175,3,2,5,798100,177356,17735560,,,13.0378,80.2055
P09807,Velachery,1574,31-05-2005,30,2,1,4,453343,123639,13737660,,,12.9784,80.221
P01498,KK Nagar,2235,31-03-2012,74,4,2,6,620747,419917,18257260,,,13.0378,80.2055
P06483,Chrompet,776,09-08-2009,97,1,1,2,351359,35136,11711950,,,12.9489,80.1354
P07216,Adyar,1030,18-01-2009,104,1,1,3,498272,41523,13840875,,,13.0067,80.257
P07755,Chrompet,791,11-08-2008,178,1,1,2,262423,131211,8747420,,,12.9489,80.1354
P03942,Anna Nagar,1600,08-12-2010,170,1,1,4,507580,199406,18127850,,,13.086,80.2103
P01831,Chrompet,1270,31-01-2012,134,2,1,4,231467,25719,8572850,,,12.9489,80.1354
P08572,Chrompet,1150,03-11-2007,195,1,1,3,275365,97710,8882750,,,12.9489,80.1354
P04963,KK Nagar,2369,27-05-2010,173,4,2,6,952411,485924,19436960,,,13.0378,80.2055
P08645,Anna Nagar,1814,10-10-2007,110,2,1,5,612639,326741,20421310,,,13.086,80.2103
P05582,T Nagar,1925,30-01-2010,49,2,1,5,652487,382492,22499550,,,13.0418,80.2332
P06198,Karapakkam,1217,06-10-2009,17,1,1,3,177018,142756,5710250,,,12.9346,80.2409
P00247,Anna Nagar,1668,28-08-2014,40,1,1,4,401057,151751,10839370,,,13.086,80.2103
P09822,Velachery,1668,27-04-2005,15,2,1,4,399747,71749,10249920,,,12.9784,80.221
P01749,Karapakkam,1435,14-02-2012,81,2,2,4,389268,173008,10813000,,,12.9346,80.2409
P02094,Adyar,762,11-12-2011,16,1,1,2,291358,43704,7283940,,,13.0067,80.257
P03009,Velachery,1816,15-06-2011,29,3,2,5,339263,131936,9423970,,,12.9784,80.221
P00159,Chrompet,1255,02-11-2014,129,2,1,4,296466,92007,10222950,,,12.9489,80.1354
P07003,KK Nagar,2011,28-03-2009,193,3,2,5,413279,129150,12914980,,,13.0378,80.2055
P09990,Velachery,1874,08-05-2004,154,3,2,5,548259,182753,14057920,,,12.9784,80.221
P09668,Velachery,1743,02-04-2006,86,2,1,4,474930,187472,12498160,,,12.9784,80.221
P00694,Anna Nagar,1545,12-10-2013,45,1,1,4,570913,247396,19030440,,,13.086,80.2103
P03516,Chrompet,782,11-03-2011,195,1,1,2,334174,119348,11934800,,,12.9489,80.1354
P04878,Karapakkam,1349,12-06-2010,59,2,2,4,242798,57129,7141125,,,12.9346,80.2409
P06009,KK Nagar,2443,11-11-2009,118,4,2,6,539801,140818,11734800,,,13.0378,80.2055
P05481,KK Nagar,1696,17-02-2010,35,2,1,4,466518,87472,9719120,,,13.0378,80.2055
P08803,Velachery,1727,12-08-2007,5,2,1,4,491421,225788,13281650,,,12.9784,80.221
P00611,Chrompet,813,28-11-2013,103,1,1,3,247321,95124,9512350,,,12.9489,80.1354
P00410,Anna Nagar,1998,08-05-2014,20,2,1,5,761636,313615,22401070,,,13.086,80.2103
P02501,KK Nagar,1961,23-09-2011,197,3,2,5,391119,176634,12616740,,,13.0378,80.2055
P03080,KK Nagar,2298,30-05-2011,106,4,2,6,593664,176836,12631140,,,13.0378,80.2055
P06010,Karapakkam,1544,10-11-2009,52,2,2,4,581543,124616,13846250,,,12.9346,80.2409
P05285,Anna Nagar,1930,25-03-2010,158,2,1,5,517380,227647,20695180,,,13.086,80.2103
P07848,Adyar,642,14-07-2008,72,1,1,2,243635,89333,8121150,,,13.0067,80.257
P06308,Chrompet,1066,16-09-2009,120,1,1,3,302547,67233,11205450,,,12.9489,80.1354
P08471,Anna Nagar,1673,20-12-2007,120,1,1,4,588116,102920,14702890,,,13.086,80.2103
P00376,Anna Nagar,1829,31-05-2014,24,2,1,5,474384,158128,13177330,,,13.086,80.2103
P03607,Karapakkam,616,17-02-2011,84,1,1,2,231387,74861,6805500,,,12.9346,80.2409
P09520,Adyar,713,27-10-2006,60,1,1,2,235892,85779,7148255,,,13.0067,80.257
P09413,Chrompet,838,18-12-2006,31,1,1,3,234411,108834,8371810,,,12.9489,80.1354
P05722,Velachery,1804,04-01-2010,64,3,2,5,450245,145240,14524030,,,12.9784,80.221
P00789,Anna Nagar,1840,22-07-2013,48,2,1,5,414086,82817,13802880,,,13.086,80.2103
P07419,Adyar,876,18-11-2008,99,1,1,3,254248,95343,7945255,,,13.0067,80.257
P05505,Karapakkam,1213,12-02-2010,167,1,1,3,225373,132573,6628625,,,12.9346,80.2409
P07538,Velachery,1541,10-10-2008,42,2,1,4,183955,72467,5574400,,,12.9784,80.221
P03640,Karapakkam,1401,09-02-2011,132,2,2,4,371312,189606,7900250,,,12.9346,80.2409
P10010,Velachery,1637,22-03-2004,100,2,1,4,275903,181061,8621960,,,12.9784,80.221
P06549,Chrompet,1299,26-07-2009,104,2,1,4,319820,153988,11845200,,,12.9489,80.1354
P02672,Karapakkam,1160,21-08-2011,52,1,1,3,380650,133228,9516250,,,12.9346,80.2409
P03941,Chrompet,770,08-12-2010,181,1,1,2,248182,119812,8558000,,,12.9489,80.1354
P02361,Karapakkam,1496,17-10-2011,60,2,2,4,293685,234948,9789500,,,12.9346,80.2409
P08780,Chrompet,911,23-08-2007,125,1,1,3,276658,108986,8383570,,,12.9489,80.1354
P03423,T Nagar,1763,30-03-2011,93,1,1,4,449035,72817,12136090,,,13.0418,80.2332
P03472,Chrompet,858,21-03-2011,96,1,1,3,222643,89057,8905710,,,12.9489,80.1354
P05240,Velachery,1943,04-04-2010,36,3,2,5,515611,151650,15165030,,,12.9784,80.221
P09799,Velachery,1920,22-06-2005,192,3,2,5,293886,71245,8905640,,,12.9784,80.221
P06435,Karapakkam,672,19-08-2009,34,1,1,2,185576,134964,5623500,,,12.9346,80.2409
P08772,Chrompet,912,26-08-2007,90,1,1,3,268993,89664,9962690,,,12.9489,80.1354
P04245,Karapakkam,584,07-10-2010,59,1,1,2,178841,51098,5109750,,,12.9346,80.2409
P03517,KK Nagar,2222,11-03-2011,20,4,2,6,561790,355800,18726320,,,13.0378,80.2055
P01283,Anna Nagar,1939,01-09-2012,130,2,1,5,826735,317975,21198330,,,13.086,80.2103
P01941,Karapakkam,1420,10-01-2012,76,2,2,4,213983,57062,7132750,,,12.9346,80.2409
P04967,Anna Nagar,1993,26-05-2010,15,2,1,5,366527,257926,13575070,,,13.086,80.2103
P01276,T Nagar,1818,09-09-2012,146,2,1,5,331690,252085,13267610,,,13.0418,80.2332
P05484,Karapakkam,1459,16-02-2010,126,2,2,4,307376,134477,9605500,,,12.9346,80.2409
P06931,Velachery,1889,15-04-2009,78,3,2,5,277185,187770,8941450,,,12.9784,80.221
P00549,Chrompet,1155,13-01-2014,99,1,1,3,273966,166337,9784500,,,12.9489,80.1354
P00811,Anna Nagar,1707,08-07-2013,145,1,1,4,652776,163194,20399250,,,13.086,80.2103
P05193,Adyar,896,12-04-2010,135,1,1,3,217915,62261,6226140,,,13.0067,80.257
P08362,Velachery,1972,29-01-2008,194,3,2,5,370175,92544,10282630,,,12.9784,80.221
P08808,Velachery,1506,11-08-2007,172,2,1,4,303478,123032,8202120,,,12.9784,80.221
P00701,Chrompet,868,08-10-2013,179,1,1,3,224507,25905,8634900,,,12.9489,80.1354
P04519,Anna Nagar,1661,15-08-2010,143,1,1,4,620145,263092,18792260,,,13.086,80.2103
P07725,Chrompet,962,19-08-2008,20,1,1,3,393237,208907,12288650,,,12.9489,80.1354
P05508,KK Nagar,1609,12-02-2010,49,2,1,4,509014,90491,11311420,,,13.0378,80.2055
P09273,Chrompet,1250,05-02-2007,124,2,1,4,327563,133073,10236350,,,12.9489,80.1354
P02745,Anna Nagar,1796,07-08-2011,183,1,1,4,524411,262205,13800280,,,13.086,80.2103
P04633,Karapakkam,909,27-07-2010,125,1,1,3,245474,81825,5844625,,,12.9346,80.2409
P09570,Velachery,1930,28-09-2006,140,3,2,5,355606,248924,11853530,,,12.9784,80.221
P07260,Anna Nagar,2000,05-01-2009,124,2,1,5,597426,128020,21336660,,,13.086,80.2103
P08755,Adyar,949,01-09-2007,6,1,1,3,258196,72825,6620420,,,13.0067,80.257
P04939,Anna Nagar,1639,31-05-2010,153,1,1,4,449414,143812,17976550,,,13.086,80.2103
P06522,Chrompet,923,01-08-2009,7,1,1,3,222768,122906,7681650,,,12.9489,80.1354
P02304,Karapakkam,502,27-10-2011,59,1,1,2,182189,112529,5358500,,,12.9346,80.2409
P09833,Velachery,1511,29-03-2005,74,2,1,4,373319,176289,10369970,,,12.9784,80.221
P05413,Adyar,873,28-02-2010,11,1,1,3,453261,163678,12590580,,,13.0067,80.257
P07386,KK Nagar,2155,29-11-2008,151,3,2,5,426264,157045,11217480,,,13.0378,80.2055
P09135,Adyar,647,26-03-2007,28,1,1,2,244951,28818,7204440,,,13.0067,80.257
P00142,Chrompet,934,11-11-2014,75,1,1,3,253458,28162,9387330,,,12.9489,80.1354
P02308,KK Nagar,2251,27-10-2011,156,4,2,6,571662,233862,12992320,,,13.0378,80.2055
P04331,Karapakkam,670,21-09-2010,19,1,1,2,176007,63182,4513000,,,12.9346,80.2409
P05199,Karapakkam,1343,11-04-2010,117,2,2,4,280645,182040,7585000,,,12.9346,80.2409
P00302,Chrompet,1021,16-07-2014,14,1,1,3,327733,50420,12605100,,,12.9489,80.1354
P04063,Karapakkam,882,15-11-2010,173,1,1,2,272350,119834,5447000,,,12.9346,80.2409
P09080,Velachery,1573,13-04-2007,121,2,1,4,296910,152467,8024600,,,12.9784,80.221
P00251,Anna Nagar,1979,26-08-2014,83,2,1,5,727335,161630,20203750,,,13.086,80.2103
P03353,T Nagar,1926,10-04-2011,100,2,1,5,714235,147048,21006920,,,13.0418,80.2332
P01667,Karapakkam,1347,28-02-2012,94,2,2,4,299578,101984,6374000,,,12.9346,80.2409
P08364,T Nagar,1760,28-01-2008,173,1,1,4,544051,233165,19430380,,,13.0418,80.2332
P05196,KK Nagar,1776,12-04-2010,95,2,1,4,545043,317942,15140080,,,13.0378,80.2055
P06773,Chrompet,1037,29-05-2009,127,1,1,3,318918,159459,9966200,,,12.9489,80.1354
P04146,Karapakkam,1365,27-10-2010,108,2,2,4,332385,139138,7729875,,,12.9346,80.2409
P03414,Karapakkam,1179,31-03-2011,81,1,1,3,447722,91580,10175500,,,12.9346,80.2409
P03885,Anna Nagar,1514,22-12-2010,181,1,1,4,467152,215609,11978250,,,13.086,80.2103
P09491,Chrompet,1103,12-11-2006,26,1,1,3,408662,40866,13622050,,,12.9489,80.1354
P00679,Chrompet,878,22-10-2013,165,1,1,3,286735,71684,8960460,,,12.9489,80.1354
P07902,Anna Nagar,1571,30-06-2008,138,1,1,4,508745,122801,17542930,,,13.086,80.2103
P08524,Velachery,1502,25-11-2007,185,2,1,4,247144,82381,7489210,,,12.9784,80.221
P08449,Velachery,1737,27-12-2007,107,2,1,4,307536,138391,7688390,,,12.9784,80.221
P06168,Karapakkam,1252,10-10-2009,47,1,1,3,308481,248775,9951000,,,12.9346,80.2409
P04347,Karapakkam,1584,18-09-2010,85,2,2,4,327684,160356,6972000,,,12.9346,80.2409
P07740,Anna Nagar,1658,15-08-2008,17,1,1,4,376415,125472,12547180,,,13.086,80.2103
P01195,Anna Nagar,1833,01-11-2012,78,2,1,5,745505,416606,21926630,,,13.086,80.2103
P06946,Chrompet,1057,12-04-2009,173,1,1,3,264861,152804,10186950,,,12.9489,80.1354
P04872,Karapakkam,871,14-06-2010,187,1,1,2,311586,90879,6491375,,,12.9346,80.2409
P00187,Chrompet,844,12-10-2014,22,1,1,3,245655,76767,7676730,,,12.9489,80.1354
P06796,Anna Nagar,1741,21-05-2009,160,1,1,4,760754,308414,20560910,,,13.086,80.2103
P07182,KK Nagar,2497,27-01-2009,197,4,2,6,445401,301723,14367780,,,13.0378,80.2055
P02201,Karapakkam,1265,16-11-2011,55,1,1,3,242471,103916,6927750,,,12.9346,80.2409
P02267,Anna Nagar,1769,03-11-2011,28,1,1,4,418558,294541,15502160,,,13.086,80.2103
P07879,T Nagar,1902,06-07-2008,21,2,1,5,427193,124024,13780420,,,13.0418,80.2332
P05507,KK Nagar,1895,12-02-2010,63,3,2,5,551971,340923,16234440,,,13.0378,80.2055
P07368,KK Nagar,1531,07-12-2008,188,2,1,4,459589,292466,13926940,,,13.0378,80.2055
P03771,Velachery,1838,13-01-2011,68,3,2,5,367105,67625,9660660,,,12.9784,80.221
P08192,Adyar,1288,26-03-2008,64,2,2,4,403624,74352,10621695,,,13.0067,80.257
P01213,Anna Nagar,1738,21-10-2012,19,1,1,4,432461,248993,13104880,,,13.086,80.2103
P05129,Karapakkam,1010,24-04-2010,197,1,1,3,271490,115383,6787250,,,12.9346,80.2409
P03484,Adyar,909,18-03-2011,0,1,1,3,294363,137369,9812105,,,13.0067,80.257
P09577,Velachery,1635,15-09-2006,35,2,1,4,511962,138368,13836800,,,12.9784,80.221
P01990,Karapakkam,744,01-01-2012,59,1,1,2,235620,104720,5236000,,,12.9346,80.2409
P01834,Karapakkam,945,30-01-2012,22,1,1,3,148230,98820,4941000,,,12.9346,80.2409
P00646,Chrompet,1063,10-11-2013,109,1,1,3,271962,40291,10072650,,,12.9489,80.1354
P05884,Anna Nagar,1823,05-12-2009,22,2,1,5,573101,305654,19103360,,,13.086,80.2103
P05455,KK Nagar,1358,21-02-2010,128,2,1,4,428906,111888,9324040,,,13.0378,80.2055
P09648,Velachery,1870,03-05-2006,164,3,2,5,333188,76890,8543280,,,12.9784,80.221
P04868,Chrompet,1207,15-06-2010,56,2,1,4,241092,116081,8929340,,,12.9489,80.1354
P02487,Anna Nagar,1892,25-09-2011,123,2,1,5,484060,248571,13082710,,,13.086,80.2103
P09843,Velachery,1857,06-03-2005,109,3,2,5,386589,75170,10738570,,,12.9784,80.221
P04709,Adyar,1296,14-07-2010,39,2,2,4,466060,151470,11651505,,,13.0067,80.257
P02160,Chrompet,1012,27-11-2011,63,1,1,3,233292,116646,8331850,,,12.9489,80.1354
P07479,Chrompet,733,27-10-2008,156,1,1,2,226915,65879,7319850,,,12.9489,80.1354
P03349,Karapakkam,1224,10-04-2011,129,1,1,3,415557,277038,11543250,,,12.9346,80.2409
P10008,Velachery,1587,22-03-2004,85,2,1,4,262786,145992,7299610,,,12.9784,80.221
P04109,Chrompet,858,05-11-2010,86,1,1,3,241303,146505,8617960,,,12.9489,80.1354
P00779,Chrompet,830,29-07-2013,176,1,1,3,343425,201318,11842250,,,12.9489,80.1354
P09892,Velachery,1665,23-11-2004,91,2,1,4,285641,82686,7516880,,,12.9784,80.221
P07039,Adyar,1003,13-03-2009,49,1,1,3,493776,148133,12344390,,,13.0067,80.257
P00764,Chrompet,867,10-08-2013,108,1,1,3,293129,113469,9455790,,,12.9489,80.1354
P02265,Chrompet,1081,03-11-2011,69,1,1,3,327257,152720,10908570,,,12.9489,80.1354
P08248,Velachery,1976,10-03-2008,147,3,2,5,564475,259353,15256080,,,12.9784,80.221
P00746,Chrompet,1118,21-08-2013,77,1,1,3,234585,95572,8688350,,,12.9489,80.1354
P06622,Karapakkam,1283,12-07-2009,46,1,1,3,400679,179897,8177125,,,12.9346,80.2409
P04644,Chrompet,889,26-07-2010,119,1,1,3,323306,184746,11546650,,,12.9489,80.1354
P06987,KK Nagar,2236,31-03-2009,99,4,2,6,547580,216485,12734420,,,13.0378,80.2055
P07997,KK Nagar,2113,27-05-2008,158,3,2,5,596778,258066,16129140,,,13.0378,80.2055
P00431,T Nagar,1843,20-04-2014,168,2,1,5,584913,271567,20889760,,,13.0418,80.2332
P05517,KK Nagar,1795,10-02-2010,47,3,2,5,564044,103600,11511100,,,13.0378,80.2055
P07853,Adyar,1070,11-07-2008,70,1,1,3,295275,101015,7770395,,,13.0067,80.257
P09477,T Nagar,1545,19-11-2006,58,1,1,4,454649,286261,16838870,,,13.0418,80.2332
P09738,Velachery,1700,11-10-2005,113,2,1,4,511071,131418,14602040,,,12.9784,80.221
P07736,T Nagar,1511,16-08-2008,4,1,1,4,355688,165141,12703130,,,13.0418,80.2332
P08472,Chrompet,1104,19-12-2007,67,1,1,3,231447,140522,8265980,,,12.9489,80.1354
P03562,Adyar,771,28-02-2011,32,1,1,2,267474,125379,8358575,,,13.0067,80.257
P05558,KK Nagar,1605,04-02-2010,97,2,1,4,469485,272957,10918260,,,13.0378,80.2055
P00727,Anna Nagar,1558,09-09-2013,55,1,1,4,394362,215106,11950360,,,13.086,80.2103
P04542,KK Nagar,1550,12-08-2010,15,2,1,4,290692,72673,9084140,,,13.0378,80.2055
P01869,Chrompet,853,24-01-2012,50,1,1,3,360914,67671,11278550,,,12.9489,80.1354
P02217,Adyar,948,13-11-2011,61,1,1,3,272406,93192,7168585,,,13.0067,80.257
P03205,Karapakkam,942,05-05-2011,159,1,1,3,210230,105115,5255750,,,12.9346,80.2409
P06182,Chrompet,1102,09-10-2009,136,1,1,3,211165,135146,8446600,,,12.9489,80.1354
P03729,Chrompet,823,23-01-2011,197,1,1,3,210377,54542,7791750,,,12.9489,80.1354
P06986,T Nagar,1792,31-03-2009,44,1,1,4,584753,104956,14993670,,,13.0418,80.2332
P01688,Chrompet,871,26-02-2012,1,1,1,3,288503,131138,8742520,,,12.9489,80.1354
P09625,Velachery,1644,19-06-2006,75,2,1,4,314640,94392,7866010,,,12.9784,80.221
P03510,Chrompet,1081,13-03-2011,18,1,1,3,283133,70783,8847900,,,12.9489,80.1354
P03359,KK Nagar,1759,09-04-2011,96,2,1,4,384525,114318,10392560,,,13.0378,80.2055
P06513,Anna Nagar,1611,03-08-2009,32,1,1,4,472198,214636,14309040,,,13.086,80.2103
P09469,Chrompet,1138,22-11-2006,50,1,1,3,321034,90291,10032310,,,12.9489,80.1354
P03611,Anna Nagar,1886,17-02-2011,52,2,1,5,540211,140055,20007810,,,13.086,80.2103
P03698,KK Nagar,2207,30-01-2011,39,3,2,5,454392,92944,10327100,,,13.0378,80.2055
P06821,KK Nagar,1678,13-05-2009,183,2,1,4,648725,330982,13239280,,,13.0378,80.2055
P08032,Chrompet,886,15-05-2008,6,1,1,3,337764,81063,13510550,,,12.9489,80.1354
P02343,Anna Nagar,1691,21-10-2011,108,1,1,4,543965,344511,18132160,,,13.086,80.2103
P07652,Adyar,1278,12-09-2008,28,2,2,4,366385,118189,11818860,,,13.0067,80.257
P02254,T Nagar,1835,05-11-2011,86,2,1,5,839611,377825,20990270,,,13.0418,80.2332
P07105,Anna Nagar,1827,25-02-2009,134,2,1,5,377713,134027,12184280,,,13.086,80.2103
P02162,Karapakkam,922,26-11-2011,182,1,1,3,313044,79926,6660500,,,12.9346,80.2409
P02139,Chrompet,1207,02-12-2011,115,2,1,4,383338,68453,13690650,,,12.9489,80.1354
P08872,Chrompet,870,16-07-2007,171,1,1,3,245081,40847,8169350,,,12.9489,80.1354
P03548,Velachery,1651,04-03-2011,127,2,1,4,213070,63921,7102330,,,12.9784,80.221
P09435,Adyar,846,08-12-2006,77,1,1,3,303319,92681,8425520,,,13.0067,80.257
P07177,Chrompet,1085,28-01-2009,92,1,1,3,356510,50930,12732500,,,12.9489,80.1354
P08733,Chrompet,1166,07-09-2007,28,1,1,3,399993,237033,14814550,,,12.9489,80.1354
P05303,Adyar,601,22-03-2010,176,1,1,2,236335,60599,6059870,,,13.0067,80.257
P01779,Karapakkam,711,09-02-2012,144,1,1,2,125663,92153,4188750,,,12.9346,80.2409
P00434,Chrompet,1005,19-04-2014,120,1,1,3,221952,119512,8536600,,,12.9489,80.1354
P06764,Velachery,1554,31-05-2009,121,2,1,4,326028,175553,8359690,,,12.9784,80.221
P04717,Karapakkam,1245,11-07-2010,124,1,1,3,416936,274300,10972000,,,12.9346,80.2409
P04137,Velachery,1783,29-10-2010,104,2,1,4,424550,247654,11793060,,,12.9784,80.221
P00066,Chrompet,909,02-01-2015,120,1,1,3,210183,40420,8083950,,,12.9489,80.1354
P00754,Chrompet,1214,18-08-2013,185,2,1,4,372367,192604,12840250,,,12.9489,80.1354
P09450,Velachery,1743,30-11-2006,6,2,1,4,281771,93924,9392380,,,12.9784,80.221
P05902,Chrompet,1035,02-12-2009,126,1,1,3,436359,211568,13223000,,,12.9489,80.1354
P00590,T Nagar,1848,17-12-2013,15,2,1,5,458516,85972,14328620,,,13.0418,80.2332
P07863,Velachery,1880,09-07-2008,109,3,2,5,561997,167080,15189120,,,12.9784,80.221
P00252,T Nagar,1790,25-08-2014,175,1,1,4,548615,233161,13715380,,,13.0418,80.2332
P07752,Chrompet,862,12-08-2008,145,1,1,3,398436,185937,13281200,,,12.9489,80.1354
P02479,Chrompet,927,26-09-2011,24,1,1,3,294228,169747,11316450,,,12.9489,80.1354
P00036,Chrompet,1088,27-01-2015,193,1,1,3,210718,45154,7525650,,,12.9489,80.1354
P03408,Karapakkam,1362,01-04-2011,174,2,2,4,266895,185344,7413750,,,12.9346,80.2409
P01374,T Nagar,1754,30-06-2012,200,1,1,4,546333,238145,14008530,,,13.0418,80.2332
P07734,Chrompet,1097,16-08-2008,110,1,1,3,252446,158947,9349850,,,12.9489,80.1354
P03870,Adyar,1295,26-12-2010,39,2,2,4,301111,7528,7527770,,,13.0067,80.257
P08490,Velachery,1607,10-12-2007,85,2,1,4,523692,314215,14962620,,,12.9784,80.221
P03512,Karapakkam,1606,12-03-2011,200,2,2,4,305190,175484,7629750,,,12.9346,80.2409
P04552,Karapakkam,1291,10-08-2010,74,1,1,3,348150,186220,8096500,,,12.9346,80.2409
P03344,KK Nagar,1418,11-04-2011,94,2,1,4,392894,187092,9354620,,,13.0378,80.2055
P03200,KK Nagar,1317,07-05-2011,116,1,1,3,438847,288715,11548600,,,13.0378,80.2055
P00174,Anna Nagar,1832,20-10-2014,46,2,1,5,558540,248240,20686670,,,13.086,80.2103
P05403,Adyar,993,02-03-2010,196,1,1,3,246113,36193,7238630,,,13.0067,80.257
P07974,Adyar,1153,05-06-2008,122,1,1,3,353337,19630,9814930,,,13.0067,80.257
P00304,Chrompet,724,14-07-2014,97,1,1,2,249624,112734,8052400,,,12.9489,80.1354
P06889,KK Nagar,1582,28-04-2009,108,2,1,4,365072,177603,9866820,,,13.0378,80.2055
P05405,Karapakkam,1115,01-03-2010,157,1,1,3,384794,164912,9161750,,,12.9346,80.2409
P01457,Adyar,1112,22-04-2012,37,1,1,3,230911,91149,6076595,,,13.0067,80.257
P05015,Karapakkam,1678,17-05-2010,72,2,2,4,343086,56014,7001750,,,12.9346,80.2409
P06239,Karapakkam,806,30-09-2009,54,1,1,2,164055,98433,5468500,,,12.9346,80.2409
P09819,Velachery,1503,30-04-2005,154,2,1,4,411038,253877,12089360,,,12.9784,80.221
P04913,KK Nagar,2346,05-06-2010,36,4,2,6,576634,115327,12814080,,,13.0378,80.2055
P06296,Karapakkam,839,18-09-2009,175,1,1,2,302808,154494,6179750,,,12.9346,80.2409
P00329,Chrompet,760,30-06-2014,92,1,1,2,247189,119333,8523750,,,12.9489,80.1354
P01975,Karapakkam,1506,05-01-2012,81,2,2,4,298215,139167,9940500,,,12.9346,80.2409
P08369,Velachery,1640,26-01-2008,15,2,1,4,299258,139654,9975260,,,12.9784,80.221
P01724,Karapakkam,896,19-02-2012,72,1,1,3,332856,159494,6934500,,,12.9346,80.2409
P04314,Karapakkam,1409,23-09-2010,191,2,2,4,379556,79442,8826875,,,12.9346,80.2409
P02359,KK Nagar,1633,18-10-2011,93,2,1,4,331562,185285,9751820,,,13.0378,80.2055
P00980,Chrompet,1139,20-03-2013,171,1,1,3,462139,231070,14441850,,,12.9489,80.1354
P08599,Chrompet,1101,27-10-2007,189,1,1,3,450155,231898,13641050,,,12.9489,80.1354
P06120,KK Nagar,2396,19-10-2009,109,4,2,6,496399,318205,12728180,,,13.0378,80.2055
P09076,Chrompet,1119,15-04-2007,8,1,1,3,259670,31160,10386800,,,12.9489,80.1354
P03389,Anna Nagar,1857,04-04-2011,188,2,1,5,535165,78701,15740140,,,13.086,80.2103
P04328,T Nagar,1886,22-09-2010,158,2,1,5,530200,125574,13952630,,,13.0418,80.2332
P09272,Velachery,1692,05-02-2007,52,2,1,4,370480,200259,10012960,,,12.9784,80.221
P09983,Velachery,1655,23-05-2004,115,2,1,4,535198,233292,13723030,,,12.9784,80.221
P06129,Karapakkam,622,16-10-2009,185,1,1,2,199122,150850,6034000,,,12.9346,80.2409
P07844,Velachery,1647,15-07-2008,62,2,1,4,233471,75535,6866800,,,12.9784,80.221
P04972,Adyar,1239,25-05-2010,79,2,2,4,330302,70064,10009165,,,13.0067,80.257
P03568,KK Nagar,1471,28-02-2011,19,2,1,4,363228,147561,11350880,,,13.0378,80.2055
P05565,KK Nagar,1505,03-02-2010,194,2,1,4,410230,170096,10005620,,,13.0378,80.2055
P01332,Chormpet,916,02-08-2012,173,1,,3,265423,44237,8847420,,,,
P05208,Adyar,693,10-04-2010,84,1,1,2,237188,81143,6241800,,,13.0067,80.257
P04925,Velachery,1852,02-06-2010,38,3,2,5,240380,100805,7754200,,,12.9784,80.221
P04961,Chrompet,1191,27-05-2010,112,1,1,3,453844,123776,13752850,,,12.9489,80.1354
P00678,Chrompet,1061,22-10-2013,103,1,1,3,292148,100741,10074070,,,12.9489,80.1354
P02136,KK Nagar,2493,03-12-2011,169,4,2,6,583328,170137,12152660,,,13.0378,80.2055
P04904,Chrompet,1015,07-06-2010,132,1,1,3,249761,22706,7568500,,,12.9489,80.1354
P02938,KK Nagar,1911,26-06-2011,148,3,2,5,475837,95167,10574160,,,13.0378,80.2055
P07251,Chrompet,1287,06-01-2009,101,2,1,4,328890,79731,9966350,,,12.9489,80.1354
P04253,Karapakkam,1576,05-10-2010,93,2,2,4,341784,126948,9765250,,,12.9346,80.2409
P07428,Chrompet,840,11-11-2008,56,1,1,3,249271,137529,8595550,,,12.9489,80.1354
P09755,Velachery,1626,14-09-2005,63,2,1,4,279030,189020,9000960,,,12.9784,80.221
P01712,Chrompet,1262,22-02-2012,107,2,1,4,422870,132147,13214700,,,12.9489,80.1354
P05259,Chrompet,1261,31-03-2010,57,2,1,4,286982,187642,11037750,,,12.9489,80.1354
P01217,Chrompet,1015,19-10-2012,134,1,1,3,229223,137534,9168900,,,12.9489,80.1354
